Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2174,The Sims 2: Apartment Pets,XB,2004,Sports,Global Star,0.88,0.04,0,0.04,0.95
2175,Star Wars: Obi-Wan,PS2,N/A,Misc,Unknown,0.47,0.36,0,0.12,0.95
2176,Kill.Switch,PS2,2004,Misc,Play It,0.8,0.03,0,0.13,0.95
2177,Lalaloopsy,PS2,2005,Action,Ubisoft,0.36,0.45,0,0.14,0.95
2178,F-14 Tomcat,GC,2003,Platform,THQ,0.74,0.19,0,0.03,0.95
2179,SplashDown,X360,2014,Role-Playing,Ubisoft,0.57,0.3,0,0.08,0.95
2180,NCAA Football 98,DS,2008,Action,Koch Media,0.65,0.22,0,0.09,0.95
2181,Jade Empire,PS3,2008,Misc,Sony Computer Entertainment,0.27,0.51,0,0.17,0.95
2182,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2011,Racing,Disney Interactive Studios,0.46,0.39,0,0.1,0.95
2183,Prince of Persia: The Forgotten Sands,PS,1996,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95
2184,Chocobo's Dungeon 2,PS2,2000,Strategy,Electronic Arts,0.27,0.21,0.41,0.07,0.95
2185,Advance Wars,GBA,2003,Misc,Konami Digital Entertainment,0.68,0.25,0,0.02,0.95
2186,Hannah Montana: The Movie,PS,1999,Sports,Electronic Arts,0.53,0.36,0,0.06,0.95
2187,World of Zoo,PS3,2009,Action,Electronic Arts,0.54,0.28,0,0.13,0.95
2188,Ape Escape: On the Loose,PS3,2011,Action,Activision,0.39,0.4,0,0.16,0.95
2189,IL-2 Sturmovik: Birds of Prey,Wii,2009,Misc,Activision,0.41,0.43,0,0.1,0.95
2190,Book of Spells,PS4,2015,Shooter,Take-Two Interactive,0.35,0.41,0.05,0.15,0.95
2191,NCAA Football 2001,PS3,2008,Fighting,THQ,0.51,0.31,0.01,0.13,0.95
2192,Mafia,X360,2010,Shooter,Electronic Arts,0.62,0.24,0,0.08,0.95
2193,Mobile Suit Gundam: Journey to Jaburo,Wii,2009,Sports,Activision,0.7,0.17,0,0.08,0.95
2194,TimeSplitters 2,X360,2014,Action,Warner Bros. Interactive Entertainment,0.48,0.38,0,0.08,0.95
2195,MotionSports,Wii,2011,Misc,Nintendo,0.24,0.43,0.18,0.09,0.95
2196,MLB 08: The Show,PS2,2004,Shooter,Sony Computer Entertainment,0.79,0.03,0,0.13,0.94
2197,Classic NES Series: Zelda II: The Adventure of Link,PS3,2011,Action,Square Enix,0.27,0.5,0,0.17,0.94
2198,Fire Emblem: Monsh? no Nazo,PS2,2003,Racing,Codemasters,0.01,0.71,0.01,0.21,0.94
2199,Disney's Chicken Little,3DS,2011,Shooter,Nintendo,0.48,0.27,0.13,0.07,0.94
2200,King Kong,GC,2004,Platform,THQ,0.73,0.19,0,0.03,0.94
2201,Metal Gear Solid: Portable Ops Plus,X360,2013,Misc,Ubisoft,0.69,0.17,0,0.08,0.94
2202,Shrek the Third,PS,1996,Misc,GT Interactive,0.52,0.36,0,0.06,0.94
2203,Test Drive Unlimited 2,Wii,2006,Racing,THQ,0.83,0.04,0,0.07,0.94
2204,Moto Racer 2,PC,2012,Action,Ubisoft,0.28,0.53,0,0.13,0.94
2205,Halo 2 Multiplayer Map Pack,PS2,2003,Action,Konami Digital Entertainment,0.46,0.36,0,0.12,0.94
2206,Mortal Kombat: Shaolin Monks,3DS,2012,Sports,Nintendo,0.26,0.29,0.33,0.05,0.94
2207,MX vs. ATV Unleashed: On the Edge,X360,2012,Action,Namco Bandai Games,0.48,0.36,0.02,0.08,0.94
2208,Mario Pinball Land,X360,2009,Action,Sega,0.51,0.26,0.09,0.08,0.94
2209,Mappy,PS2,2005,Shooter,THQ,0.78,0.03,0,0.13,0.94
2210,J-League Soccer: Prime Goal,XB,2005,Sports,Electronic Arts,0.7,0.2,0,0.03,0.94
2211,NFL Xtreme,PS,1999,Role-Playing,SquareSoft,0.1,0.07,0.71,0.06,0.94
2212,The Sly Collection,X360,2009,Sports,Electronic Arts,0.87,0,0,0.07,0.94
2213,One Piece: Pirate Warriors 2,PS,1999,Sports,Sony Computer Entertainment,0.52,0.35,0,0.06,0.94
2214,Need for Speed: Shift 2 Unleashed,WiiU,2016,Action,Nintendo,0.48,0.3,0.08,0.08,0.94
2215,Nintendo Presents: New Style Boutique 2 - Fashion Forward,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.94
2216,MX vs. ATV Untamed,XB,2003,Action,Ubisoft,0.57,0.33,0,0.04,0.94
2217,The Last Remnant,PSP,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94
2218,Frozen: Olaf's Quest,PS2,2003,Sports,Sony Computer Entertainment,0.46,0.36,0,0.12,0.94
2219,The Sims: Medieval,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0,0.13,0.94
2220,Baldur's Gate: Dark Alliance II,PS2,2002,Sports,Electronic Arts,0.46,0.36,0,0.12,0.93
2221,Kirby's Dream Collection: Special Edition,X360,2009,Shooter,Codemasters,0.36,0.45,0.02,0.1,0.93
2222,Star Wars: Masters of Teras Kasi,Wii,2010,Sports,Take-Two Interactive,0.78,0.09,0,0.06,0.93
2223,The Last Story,PS3,2009,Misc,Sony Computer Entertainment,0.16,0.58,0,0.2,0.93
2224,Iron Man,GBA,2005,Misc,N/A,0.67,0.25,0,0.02,0.93
2225,Disney Infinity 3.0,XB,2002,Sports,Activision,0.59,0.3,0,0.04,0.93
2226,Mortal Kombat Mythologies: Sub-Zero,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0,0.11,0.93
2227,Naruto: Clash of Ninja,Wii,2009,Sports,Electronic Arts,0.29,0.52,0.02,0.11,0.93
2228,Prince of Persia: The Two Thrones,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93
2229,Hot Shots Golf: Open Tee 2,PS3,2012,Sports,Electronic Arts,0.35,0.42,0.02,0.14,0.93
2230,Metro: Last Light,Wii,2008,Racing,Sega,0.5,0.32,0.02,0.1,0.93
2231,Fossil Fighters: Champions,PS3,2015,Action,Warner Bros. Interactive Entertainment,0.34,0.44,0,0.15,0.93
2232,Sniper Elite 3,DS,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93
2233,Bushido Blade 2,GBA,2004,Racing,THQ,0.67,0.25,0,0.02,0.93
2234,Suikoden II,2600,1981,Action,Parker Bros.,0.87,0.05,0,0.01,0.93
2235,Cars: Mater-National Championship,NES,1991,Platform,Capcom,0.51,0.09,0.32,0.01,0.93
2236,Hidden Objects: Mystery Stories,NES,1987,Platform,Konami Digital Entertainment,0.45,0.06,0.42,0,0.93
2237,Red Steel,N64,1999,Platform,Activision,0.71,0.2,0,0.01,0.93
2238,Tourist Trophy: The Real Riding Simulator,GBA,2003,Action,Unknown,0.67,0.25,0,0.02,0.93
2239,.hack//Mutation Part 2,PS2,2007,Sports,Sony Computer Entertainment,0.77,0.03,0,0.13,0.93
2240,Country Dance,X360,2014,Action,Activision,0.54,0.31,0,0.08,0.93
2241,Midway Arcade Treasures 2,GC,2006,Racing,THQ,0.72,0.19,0,0.03,0.93
2242,100 Classic Books,PS3,2008,Shooter,Ubisoft,0.44,0.34,0,0.15,0.93
2243,Unreal Tournament III,DS,2010,Role-Playing,Level 5,0,0,0.93,0,0.93
2244,Final Fantasy Crystal Chronicles: Ring of Fates,WiiU,2016,Fighting,Namco Bandai Games,0.47,0.22,0.16,0.07,0.93
2245,Return to Castle Wolfenstein: Tides of War,PS,1999,Racing,Ubisoft,0.52,0.35,0,0.06,0.93
2246,Lollipop Chainsaw,PS2,2003,Action,Konami Digital Entertainment,0.45,0.35,0,0.12,0.92
2247,The Darkness,PS2,2001,Simulation,Titus,0.45,0.35,0,0.12,0.92
2248,Street Sk8er,X360,2006,Role-Playing,Microsoft Game Studios,0.3,0.33,0.21,0.08,0.92
2249,Club Penguin: Elite Penguin Force - Herbert's Revenge,PS,2000,Action,Electronic Arts,0.51,0.35,0,0.06,0.92
2250,Contra: Legacy of War,X360,2010,Sports,Electronic Arts,0.86,0,0,0.06,0.92
2251,Fight Night Round 2004,PS,1997,Sports,Electronic Arts,0.51,0.35,0,0.06,0.92
2252,The Biggest Loser: Challenge,X360,2012,Sports,Electronic Arts,0.17,0.65,0,0.1,0.92
2253,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,PS3,2010,Sports,Electronic Arts,0.52,0.28,0,0.12,0.92
2254,Spice World,PSP,2006,Action,THQ,0.55,0.21,0,0.16,0.92
2255,Star Wars: Republic Commando,X360,2008,Fighting,THQ,0.58,0.26,0,0.08,0.92
2256,Armored Core 3,X360,2010,Action,Electronic Arts,0.63,0.2,0.02,0.07,0.92
2257,Taiko no Tatsujin Wii,X360,2011,Misc,Activision,0.87,0,0,0.05,0.92
2258,Virtua Tennis: World Tour (US & Others sales),PS,1996,Sports,Acclaim Entertainment,0.51,0.35,0,0.06,0.92
2259,RIFT,Wii,2008,Action,Activision,0.5,0.32,0,0.09,0.92
2260,Wild ARMs 2,N64,1999,Fighting,Electronic Arts,0.63,0.27,0,0.02,0.92
2261,Summer Sports: Paradise Island (Others sales),NES,1985,Platform,Nintendo,0.39,0.09,0.43,0.01,0.92
2262,TV Show King Party,PC,2008,Adventure,Ubisoft,0.01,0.83,0,0.08,0.92
2263,Crafting Mama,3DS,2013,Adventure,Nintendo,0.16,0.2,0.53,0.03,0.92
2264,Command & Conquer: Red Alert 3,X360,2013,Shooter,Electronic Arts,0.51,0.33,0.01,0.08,0.92
2265,The Fairly Odd Parents: Breakin Da Rules,PS4,2014,Action,Warner Bros. Interactive Entertainment,0.37,0.39,0,0.15,0.92
2266,Peppa Pig: Fun and Games,PS3,2011,Action,Tecmo Koei,0.25,0.14,0.46,0.06,0.92
2267,Adventures of Tron,PS3,2014,Action,Bethesda Softworks,0.26,0.39,0.12,0.14,0.92
2268,Phoenix Wright: Ace Attorney - Trials and Tribulations,PS3,2012,Sports,Sony Computer Entertainment,0.86,0,0,0.06,0.92
2269,NHL 13,GC,2006,Racing,Sega,0.71,0.18,0,0.03,0.92
2270,The Sims 3: High-End Loft Stuff,PS2,2003,Racing,Empire Interactive,0.45,0.35,0,0.12,0.92
2271,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92
2272,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.27,0.11,0.09,0.92
2273,Pro Pinball: Big Race USA,PS4,2015,Sports,Sony Computer Entertainment,0.67,0.08,0,0.17,0.92
2274,Tony Hawk's Proving Ground,PS3,2009,Shooter,Codemasters,0.23,0.46,0.05,0.17,0.92
2275,MLB 2004,PS3,2011,Shooter,THQ,0.32,0.4,0.04,0.15,0.91
2276,Naruto Shippuden: Ultimate Ninja 4,Wii,2007,Sports,Bethesda Softworks,0.85,0,0,0.07,0.91
2277,Tiger Woods PGA Tour 2000,PS2,2002,Sports,Activision,0.45,0.35,0,0.12,0.91
2278,Darkstone,PS3,2009,Action,Ubisoft,0.32,0.43,0,0.16,0.91
2279,NCAA March Madness 2003,3DS,2012,Action,Marvelous Entertainment,0.41,0.17,0.29,0.05,0.91
2280,Thrillville,X360,2008,Strategy,Ubisoft,0.58,0.24,0.01,0.09,0.91
2281,NHL 10,PS2,2002,Sports,Electronic Arts,0.45,0.35,0,0.12,0.91
2282,Jikkyou World Soccer 2000 Final Edition,PS2,2003,Racing,Genki,0.35,0.27,0.21,0.09,0.91
2283,Puzzler Brain Games,PS3,2009,Action,Activision,0.47,0.3,0,0.13,0.91
2284,Dragon Quest Monsters: Caravan Heart,PS,2000,Racing,Codemasters,0.02,0.8,0.02,0.07,0.91
2285,Strawberry Shortcake: Summertime Adventure,N64,1998,Platform,Hasbro Interactive,0.72,0.17,0,0.01,0.91
2286,Street Fighter Anniversary Collection,PS3,2009,Racing,THQ,0.52,0.26,0,0.12,0.91
2287,Legend of Legaia,X360,2015,Adventure,Mojang,0.46,0.38,0,0.08,0.91
2288,Napoleon: Total War,XB,N/A,Misc,Unknown,0.77,0.11,0,0.04,0.91
2289,Fist of the North Star: Ken's Rage,X360,2009,Role-Playing,Activision,0.68,0.15,0,0.08,0.91
2290,Wario: Master of Disguise,DS,2008,Shooter,Activision,0.57,0.26,0,0.08,0.91
2291,Tiger Woods PGA Tour 09,SNES,1994,Simulation,Hudson Soft,0,0,0.91,0,0.91
2292,Keystone Kapers,XB,2004,Misc,Sega,0.61,0.26,0,0.04,0.91
2293,New Play Control! Pikmin,PS3,2009,Misc,Activision,0.42,0.34,0,0.14,0.91
2294,Shrek: Hassle at the Castle,XOne,2014,Role-Playing,Electronic Arts,0.55,0.28,0,0.07,0.91
2295,Suikoden IV,PS3,2007,Action,Electronic Arts,0.38,0.37,0,0.15,0.91
2296,Gods Eater Burst,PS2,2002,Sports,Electronic Arts,0.44,0.35,0,0.12,0.9
2297,Disney's Kim Possible 2: Drakken's Demise,Wii,N/A,Misc,Unknown,0.13,0,0.77,0.01,0.9
2298,Um Jammer Lammy,SNES,1996,Racing,ASCII Entertainment,0,0,0.9,0,0.9
2299,Brothers In Arms: Road to Hill 30,PS2,2004,Sports,Sony Computer Entertainment,0.44,0.35,0,0.12,0.9
2300,Taiko no Tatsujin DS: Touch de Dokodon!,PS3,2011,Shooter,Sony Computer Entertainment,0.66,0.12,0.04,0.08,0.9
2301,F1 2015,PS2,2005,Racing,Electronic Arts,0.75,0.03,0,0.12,0.9
2302,Scene It? Box Office Smash,PS3,2008,Misc,Sony Computer Entertainment,0.28,0.48,0,0.14,0.9
2303,Animaniacs Ten Pin Alley,Wii,2008,Sports,Atari,0.38,0.29,0.15,0.08,0.9
2304,Radiata Stories,PS,1995,Racing,Psygnosis,0.5,0.34,0,0.06,0.9
2305,F-Zero GX,DS,2008,Puzzle,Midway Games,0.3,0.49,0,0.1,0.9
2306,Yoshi Topsy-Turvy,PS3,2013,Shooter,Electronic Arts,0.26,0.43,0.03,0.18,0.9
2307,Up,PS,1999,Action,989 Studios,0.5,0.34,0,0.06,0.9
2308,Monster Jam: Maximum Destruction,PS2,2006,Sports,Sony Computer Entertainment,0.17,0.13,0.55,0.05,0.9
2309,Real Heroes: Firefighter,XB,2003,Platform,Sega,0.41,0.43,0.01,0.05,0.9
2310,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,PSP,2009,Shooter,Sony Computer Entertainment,0.27,0.36,0.05,0.22,0.9
2311,World of Dragon Warrior - Torneko: The Last Hope,PS3,2011,Sports,Electronic Arts,0.52,0.26,0,0.12,0.9
2312,MLB 14: The Show,DS,2008,Action,LucasArts,0.51,0.29,0,0.09,0.9
2313,Advance Wars 2: Black Hole Rising,N64,1998,Sports,Electronic Arts,0.84,0.05,0,0.01,0.9
2314,Fire Emblem: Shadow Dragon,PS2,2007,Platform,Activision,0.74,0.03,0.01,0.12,0.9
2315,Drakengard,XB,2002,Shooter,Electronic Arts,0.65,0.22,0,0.03,0.9
2316,SingStar Pop Hits,Wii,2008,Misc,Sega,0.42,0.37,0.01,0.1,0.9
2317,Kung-Fu Master,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.48,0,0.09,0.9
2318,Champions: Return to Arms,PS3,2008,Racing,Disney Interactive Studios,0.42,0.33,0,0.14,0.9
2319,Harry Potter and the Goblet of Fire,Wii,2008,Sports,Electronic Arts,0.29,0.52,0,0.09,0.9
2320,SingStar R&B,DS,2008,Role-Playing,Nintendo,0.84,0,0,0.06,0.9
2321,Mary-Kate and Ashley: Magical Mystery Mall,PS3,2012,Action,Sony Computer Entertainment,0.42,0.32,0.01,0.15,0.9
2322,Disney Sing It: Party Hits,XB,2004,Role-Playing,Activision,0.62,0.24,0,0.04,0.9
2323,Dead or Alive 5,XB,2004,Sports,Electronic Arts,0.81,0.05,0,0.04,0.9
2324,Star Ocean: First Departure,PS2,2003,Sports,Electronic Arts,0.44,0.34,0,0.11,0.9
2325,Super Robot Taisen Impact,X360,2010,Sports,THQ,0.73,0.1,0,0.06,0.9
2326,The Black Eyed Peas Experience,GBA,2005,Platform,Activision,0.62,0.24,0,0.03,0.89
2327,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,PS3,2009,Shooter,Ubisoft,0.35,0.38,0.01,0.16,0.89
2328,Sengoku Basara: Samurai Heroes,PSP,2006,Shooter,Sony Computer Entertainment,0.44,0.28,0,0.18,0.89
2329,Paws & Claws: Pet Vet,Wii,2007,Sports,Electronic Arts,0.82,0.01,0,0.07,0.89
2330,Crash Bandicoot Purple: Ripto's Rampage,PS2,2005,Sports,Unknown,0.74,0.03,0,0.12,0.89
2331,Spyro: A Hero's Tail,PS4,2015,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.01,0.14,0.89
2332,Crash of the Titans,GBA,2001,Platform,Konami Digital Entertainment,0.6,0.22,0.05,0.02,0.89
2333,Crash: Twinsanity,DS,2008,Role-Playing,Sega,0.51,0.29,0.01,0.09,0.89
2334,GoldenEye: Rogue Agent,PS2,2005,Sports,Electronic Arts,0.74,0.03,0,0.12,0.89
2335,Rayman 3D,GBA,2004,Adventure,Nintendo,0.46,0.17,0.24,0.02,0.89
2336,LEGO Marvel's Avengers,PS3,2012,Platform,Sony Computer Entertainment,0.6,0.19,0,0.1,0.89
2337,X2: Wolverine's Revenge,GBA,2004,Strategy,Nintendo,0.42,0.16,0.3,0.02,0.89
2338,Stuntman: Ignition,GB,2001,Strategy,Nintendo,0,0,0.89,0,0.89
2339,NBA Live 06,GC,2003,Action,THQ,0.69,0.18,0,0.02,0.89
2340,Rayman 2: The Great Escape,Wii,2008,Adventure,Ubisoft,0.36,0.43,0,0.1,0.89
2341,Nicktoons Collection: Game Boy Advance Video Volume 1,PS,1997,Simulation,Sony Computer Entertainment,0.16,0.11,0.56,0.06,0.89
2342,Onimusha: Dawn of Dreams,Wii,2009,Racing,Codemasters,0.15,0.63,0,0.11,0.89
2343,NieR,PS2,2001,Sports,Sega,0.44,0.34,0,0.11,0.89
2344,The Princess and the Frog,PS4,2016,Sports,Electronic Arts,0.28,0.47,0,0.14,0.89
2345,Sega Rally Revo,PSP,2011,Fighting,Square Enix,0.21,0.13,0.46,0.08,0.89
2346,SpongeBob SquarePants: Game Boy Advance Video Volume 1,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.36,0.04,0.07,0.89
2347,Gravity Rush,X360,2010,Racing,Codemasters,0.18,0.59,0.01,0.1,0.89
2348,Konami Collector's Series: Arcade Advanced,Wii,2006,Racing,Ubisoft,0.81,0,0.01,0.07,0.89
2349,White Knight Chronicles II,PC,2009,Shooter,Activision,0.01,0.79,0,0.09,0.89
2350,Wolfenstein,WiiU,2013,Sports,Nintendo,0.39,0.24,0.21,0.06,0.89
2351,Jampack Volume 13 (RP-T),X360,2012,Role-Playing,Electronic Arts,0.55,0.25,0.01,0.07,0.89
2352,LEGO Dimensions,Wii,2011,Shooter,Activision,0.6,0.21,0,0.08,0.89
2353,Start the Party!,PS,2000,Sports,Sony Computer Entertainment,0.49,0.34,0,0.06,0.89
2354,Cruis'n World,PS2,2006,Misc,Sony Computer Entertainment,0,0.68,0,0.2,0.89
2355,The Walking Dead: Survival Instinct,SNES,1995,Role-Playing,SquareSoft,0,0,0.89,0,0.89
2356,Donkey Kong Barrel Blast,PS,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88
2357,Okami,X360,2010,Fighting,THQ,0.44,0.36,0,0.08,0.88
2358,Lemony Snicket's A Series of Unfortunate Events,X360,2012,Action,Square Enix,0.38,0.41,0.01,0.08,0.88
2359,Family Feud: 2010 Edition,PC,2008,Action,Take-Two Interactive,0.01,0.79,0,0.08,0.88
2360,Red Steel 2,DS,2008,Misc,Pinnacle,0,0.82,0,0.06,0.88
2361,X-Men Legends II: Rise of Apocalypse,X360,2011,Misc,Ubisoft,0.62,0.2,0,0.07,0.88
2362,Nightmare Creatures,Wii,2009,Action,Atari,0.6,0.21,0,0.08,0.88
2363,SingStar Queen,X360,2010,Misc,MTV Games,0.73,0.1,0,0.06,0.88
2364,F1 2013,3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,0.88
2365,Juiced 2: Hot Import Nights,PS2,2005,Action,Take-Two Interactive,0.43,0.34,0,0.11,0.88
2366,Tony Hawk's Pro Skater 2x,PS2,2007,Misc,Sony Computer Entertainment,0.32,0.06,0,0.5,0.88
2367,Monster Hunter 2,Wii,2009,Simulation,Nintendo,0.47,0.22,0.12,0.07,0.88
2368,NASCAR 06: Total Team Control,PS,1996,Shooter,CTO SpA,0.49,0.33,0,0.06,0.88
2369,Dogz,XOne,2015,Action,Square Enix,0.42,0.38,0,0.07,0.88
2370,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,PSP,2004,Strategy,Konami Digital Entertainment,0.32,0.26,0.12,0.17,0.88
2371,Super Castlevania IV,Wii,2008,Simulation,505 Games,0.51,0.28,0.01,0.08,0.88
2372,Angry Birds Trilogy,PS3,2012,Fighting,Namco Bandai Games,0.28,0.33,0.13,0.14,0.88
2373,Condemned 2: Bloodshot,PS2,2004,Sports,Global Star,0.43,0.33,0,0.11,0.88
2374,Cabela's Big Game Hunter (2008),X360,2008,Racing,Codemasters,0.33,0.44,0.01,0.09,0.88
2375,Mobile Suit Z Gundam: AEUG vs. Titans,PSP,2009,Role-Playing,Sega,0.08,0.11,0.62,0.06,0.88
2376,Ape Escape 2,XB,2003,Simulation,Microsoft Game Studios,0.65,0.19,0,0.03,0.87
2377,Metroid Prime: Trilogy,PS,2001,Shooter,TalonSoft,0.49,0.33,0,0.06,0.87
2378,X-Man,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0,0.06,0.87
2379,Advance Wars: Days of Ruin,XOne,2013,Sports,Take-Two Interactive,0.7,0.11,0,0.06,0.87
2380,The Sims 3: Generations,X360,2007,Racing,Codemasters,0.38,0.4,0,0.09,0.87
2381,Battle of Giants: Dragons,SNES,1994,Sports,ASCII Entertainment,0,0,0.87,0,0.87
2382,Dragon Quest Monsters Joker 3,Wii,2010,Sports,Ubisoft,0.71,0.11,0,0.06,0.87
2383,Sonic & All-Stars Racing Transformed,X360,2009,Shooter,THQ,0.48,0.29,0.01,0.09,0.87
2384,Shin Megami Tensei: Persona 3 FES,XB,2003,Shooter,Ubisoft,0.61,0.24,0,0.03,0.87
2385,FIFA Soccer 2002,PS3,2008,Shooter,Electronic Arts,0.29,0.4,0.02,0.16,0.87
2386,Shin Megami Tensei: Persona 3 Portable,PS,1997,Racing,Infogrames,0.43,0.29,0.09,0.06,0.87
2387,Final Fantasy VII International,PS2,2008,Role-Playing,Square Enix,0.73,0.03,0,0.12,0.87
2388,Wet,Wii,2010,Puzzle,THQ,0.61,0.19,0,0.07,0.87
2389,MySims Racing,PS3,2012,Action,Electronic Arts,0.82,0,0,0.06,0.87
2390,Buzz Lightyear of Star Command,PS3,2012,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.87
2391,Nobunaga no Yabou: Haouden,PS,1996,Sports,Sony Computer Entertainment,0.48,0.33,0,0.06,0.87
2392,Virtua Cop,PS3,2008,Sports,Sega,0.14,0.54,0.01,0.18,0.87
2393,Metal Gear Solid 2: Substance,Wii,2009,Shooter,Sega,0.46,0.31,0.02,0.09,0.87
2394,Tony Hawk's American Wasteland,PS2,2006,Sports,Activision,0.72,0.03,0,0.12,0.87
2395,WWF in Your House,PS4,2013,Fighting,Warner Bros. Interactive Entertainment,0.46,0.29,0,0.12,0.87
2396,Vanquish,PS,1998,Sports,Electronic Arts,0.48,0.33,0,0.06,0.87
2397,Wild ARMs 3,PSP,2008,Misc,Sony Computer Entertainment,0.2,0.44,0,0.23,0.87
2398,NBA ShootOut '97,X360,2008,Shooter,Ubisoft,0.47,0.31,0,0.09,0.87
2399,Sacred 2: Fallen Angel,PS2,2005,Fighting,Electronic Arts,0.72,0.03,0,0.12,0.87
2400,Battlezone,DS,2009,Misc,Disney Interactive Studios,0.59,0.2,0,0.08,0.87
2401,Tak 2: The Staff of Dreams,DS,2009,Action,Warner Bros. Interactive Entertainment,0.63,0.17,0,0.07,0.87
2402,Warriors Orochi 3,XB,2002,Shooter,SCi,0.48,0.37,0,0.02,0.87
2403,Bolt,PS2,2002,Sports,Electronic Arts,0.43,0.33,0,0.11,0.87
2404,Viewtiful Joe,PS,2000,Role-Playing,Crave Entertainment,0.3,0.2,0.3,0.06,0.87
2405,Beetle Adventure Racing!,PSP,2006,Puzzle,Sony Computer Entertainment,0.12,0.52,0,0.23,0.87
2406,FIFA Soccer,PS2,2007,Action,Tecmo Koei,0.11,0.09,0.64,0.03,0.87
2407,Disney's 102 Dalmatians: Puppies to the Rescue,X360,2010,Misc,Activision,0.47,0.32,0,0.08,0.87
2408,Strike Force Bowling,2600,1982,Misc,Quelle,0.81,0.05,0,0.01,0.87
2409,Halloween,PS3,2012,Role-Playing,Namco Bandai Games,0.2,0.15,0.45,0.07,0.87
2410,Dragon Ball Z: Ultimate Tenkaichi,PS2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0,0.18,0.87
2411,Bass Landing,3DS,2015,Action,"mixi, Inc",0,0,0.86,0,0.86
2412,XGRA: Extreme G-Racing Association,Wii,2007,Action,Eidos Interactive,0.12,0.63,0,0.11,0.86
2413,Mario's Picross,PSP,2006,Sports,Konami Digital Entertainment,0.01,0.72,0.12,0.01,0.86
2414,Pac-Man Player's Choice Bundle,PS3,2012,Action,THQ,0.35,0.37,0.01,0.14,0.86
2415,Fighters MEGAMiX,PS3,2009,Action,Sony Computer Entertainment,0.34,0.37,0,0.15,0.86
2416,Bahamut Lagoon,DS,2007,Role-Playing,Square Enix,0.54,0.06,0.21,0.05,0.86
2417,Toshochu: Run for Money,PS3,N/A,Action,Warner Bros. Interactive Entertainment,0.25,0.45,0.01,0.15,0.86
2418,Dragon Quest Monsters: Joker 2 Professional,PS2,2002,Fighting,Rage Software,0.42,0.33,0,0.11,0.86
2419,NFL Quarterback Club 99,3DS,2015,Role-Playing,Square Enix,0,0,0.86,0,0.86
2420,Super Robot Taisen α Gaiden,PS,2001,Racing,Empire Interactive,0.48,0.33,0,0.06,0.86
2421,Formula 1: Championship Edition,N64,1997,Sports,Electronic Arts,0.81,0.04,0,0.01,0.86
2422,Muramasa: The Demon Blade,PS,1998,Sports,Sony Computer Entertainment,0.48,0.32,0,0.06,0.86
2423,SingStar Singalong With Disney,PS3,2008,Fighting,Atari,0.22,0.34,0.18,0.12,0.86
2424,NHL 16,X360,N/A,Action,Warner Bros. Interactive Entertainment,0.52,0.26,0,0.08,0.86
2425,NFL Fever 2003,DS,2008,Platform,Nintendo,0.61,0,0.2,0.05,0.86
2426,Samurai Warriors 2,X360,2010,Sports,Electronic Arts,0.32,0.43,0.02,0.09,0.86
2427,Dynasty Warriors 8,PS2,2003,Action,Tecmo Koei,0.17,0.13,0.51,0.04,0.86
2428,Disney Sing It: Family Hits,PS3,2009,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.86
2429,2 Games in 1: Sonic Battle & ChuChu Rocket!,X360,2014,Racing,Microsoft Game Studios,0.35,0.43,0,0.07,0.85
2430,Robotech: Battlecry,PS3,2009,Sports,Electronic Arts,0.46,0.26,0.01,0.12,0.85
2431,Dora the Explorer: Super Spies,DS,2007,Sports,Electronic Arts,0.1,0.65,0,0.11,0.85
2432,New Carnival Games,PS,1999,Action,3DO,0.47,0.32,0,0.06,0.85
