Rank,Name,Genre,ESRB_Rating,Platform,Developer,Publisher,Critic_Score,User_Score,Year
1227,Final Fight,Misc,E,DS,Empyrean,"Destination Software, Inc",8,8.7,2007
1228,Nintendo World Cup,Fighting,T,PS4,Acid Nerve,Warner Bros. Interactive Entertainment,8,9.6,2017
1229,Professor Layton and the Mask of Miracle,Misc,T,Wii,Nival Interactive,MTV Games,9,9.8,2009
1230,Tamagotchi Connection: Corner Shop,Platform,E,PS,4mm Games / Terminal Reality,Activision,8,7.8,1999
1231,Wario Land II,Simulation,E,DS,WildTangent,Ubisoft,8,8,2008
1232,WWF WrestleMania 2000,Shooter,M,PC,Halcyon,Activision,8,7.4,2011
1233,Rogue Legacy,Simulation,E,PS2,Destination Software,Namco,8,9.8,2004
1234,Disney Sing It: Pop Hits,Racing,E,XB,Black Hole Games,Electronic Arts,8,7.8,2003
1235,007: Quantum of Solace,Puzzle,E,GBA,Transhuman Design,THQ,8,7.5,2001
1236,Major League Baseball 2K5,Shooter,M,PSV,Dorart,Activision,8,5.4,2012
1237,Fight Night 2004,Shooter,E10,PS3,Impulse Games,Valve,9.6,3.4,2011
1238,Assassin's Creed III: Liberation,Strategy,E,PC,Gravity-I,Unknown,8,8.7,2016
1239,Tom Clancy's Splinter Cell: Pandora Tomorrow,Sports,E,PS2,Sennari Interactive,EA Sports,8,9.6,2009
1240,Imagine: Master Chef,Adventure,M,PS3,SystemSoft,Sony Computer Entertainment,8,9.8,2013
1241,Super Scribblenauts,Action,M,X360,Wulo Games,Square Enix,8,7.8,2012
1242,Disney Princess,Role-Playing,T,PS,Behold Studios,Square EA,9.7,8,2000
1243,Kirby & the Amazing Mirror,Action,M,PS2,Gem International Corporation,Capcom,6.5,7.4,2003
1244,Mario Golf,Role-Playing,E10,DS,Virtuos Games,Square Enix,8.6,9.8,2009
1245,Ryse: Son of Rome,Role-Playing,T,DS,Sandswept Studios,Nintendo,7.6,7.8,2011
1246,Grim Dawn,Action,T,PS2,Puppy Games,KOEI,8,8,2005
1247,Forza Horizon 2,Role-Playing,E,SNES,Tantatus Interactive,Square,10,8,1991
1248,Midway Arcade Treasures,Action,E,GBA,Murudai,Nintendo,8,8.7,2003
1249,Triple Play 99,Role-Playing,E10,DS,Urban Games,Square Enix,7.5,9.6,2009
1250,Super Monkey Ball,Role-Playing,E10,PSP,Starfish Inc.,Square Enix,7.9,9.8,2010
1251,Wall-E,Platform,E,DS,9heads Game Studios,Nintendo,7.8,7.8,2006
1252,Resident Evil 4: Wii Edition,Puzzle,E,SNES,SNK Playmore,Banpresto,8,8,1993
1253,Mortal Kombat 4,Sports,E,PS2,Amaterasu Software,Electronic Arts,8.9,7.4,2006
1254,Dragon Ball FighterZ,Simulation,E,PC,Flying Wild Hog,Greenheart Games,8,9.8,2013
1255,WCW vs the World,Action,E,DS,Daniel Mullins Games,D3 Publisher,8,7.8,2007
1256,Battlefield: Bad Company,Strategy,E10,PC,SNK Playmore Corporation,2K Games,8.9,7.5,2010
1257,Homefront,Sports,T,Wii,Ion Storm,Activision,5.5,5.4,2009
1258,Dark Souls II: Scholar of the First Sin,Shooter,M,PS2,Smart Bomb Interactive,Sony Computer Entertainment,8,3.4,2005
1259,Red Dead Revolver,Action,M,X360,Atlus Co. / Lancarse,Deep Silver,8,8.7,2013
1260,4 Nin uchi Mahjong,Misc,T,PS,"Section Studios, Inc.",Sony Computer Entertainment,8,9.6,1999
1261,Dragon Ball Z,Simulation,E,DS,Amaze Entertainment / Griptonite Games,505 Games,8,9.8,2009
1262,Game de Hakken!! Tamagotchi 2,Simulation,E,3DS,Zoo Entertainment Inc.,Nintendo,8,7.8,2013
1263,Namco Museum 64,Racing,T,X360,SunSoft,Electronic Arts,6.3,8,2008
1264,One Piece Pirate Warriors,Fighting,E,N64,Deep Silver,THQ,8,7.4,1997
1265,Resident Evil Outbreak,Fighting,E,PS,Tomi Maarela,THQ,8,9.8,1998
1266,Tamagotchi,Role-Playing,E,PC,New Reality Games,Unknown,8,7.8,1998
1267,Sonic & SEGA All-Stars Racing,Action,E,GBA,Fireproof Games,Electronic Arts,6.6,9.8,2001
1268,Sega Genesis Collection,Role-Playing,E,GBA,D3 Publisher,Infogrames,6.5,7.8,2002
1269,Tony Hawk's American Wasteland (Weekly american sales),Simulation,T,PC,Parker Bros,Electronic Arts,7.5,7.5,2010
1270,The House of the Dead 2 & 3 Return,Action-Adventure,E10,X360,imageepoch Inc.,Warner Bros. Interactive Entertainment,8,5.4,2012
1271,SingStar Pop,Shooter,M,XOne,Starpath Corp.,Ubisoft,8.5,3.4,2014
1272,Kirby Super Star,Action,M,PS3,Three Rings,THQ,7.9,8.7,2008
1273,My Word Coach,Misc,T,PS2,Eidos Studios Hungary,Crave Entertainment,8,9.6,2006
1274,Sonic Rivals,Sports,E,PS,Dylan Fitterer,Sony Computer Entertainment,8.6,9.8,1997
1275,Tiger Woods PGA Tour 2005,Shooter,T,PSP,Lino Slahuschek,LucasArts,7.5,7.8,2007
1276,Disney Princess: Magical Jewels,Shooter,T,PS,TU Wien,Namco,8.5,8,1997
1277,NCAA Football 2003,Misc,E,DS,Barking Lizards Technologies LLC,Nintendo,8,7.4,2006
1278,Frogger 2: Swampy's Revenge,Fighting,T,X360,Nobilis,Namco Bandai,7.8,9.8,2009
1279,Smarty Pants,Fighting,T,PS4,Riverhillsoft,Namco Bandai Games,8,7.8,2017
1280,Kinect Joy Ride,Fighting,T,PS2,Tindalos Interactive,Sega,9.3,8,2002
1281,Triple Play 2000,Strategy,E10,PC,Game Mechanics LLC,Nordic Games,8,8,2014
1282,South Park: The Fractured But Whole,Sports,E,Wii,Jackbox Games,Namco Bandai,7.1,8,2008
1283,Hasbro Family Game Night,Simulation,T,PC,Opus Studio,Electronic Arts,8,8.7,2003
1284,Cabela's Big Game Hunter,Sports,E,PS2,Venom Games / Human Head Studios,EA Sports BIG,8,9.6,2003
1285,NBA Live 06 (Weekly american sales),Sports,E,PS,Crawfish Interactive - Climax,EA Sports,8,9.8,2000
1286,NFL Street,Role-Playing,M,PS3,ArtDink,Electronic Arts,8.7,7.8,2009
1287,Pokemon XD: Gale of Darkness,Shooter,T,XB,Armor Project/Bird Studio,LucasArts,8,8,2005
1288,R.B.I. Baseball 2,Platform,E,NES,CodeFire,Capcom,8,7.4,1989
1289,Super Metroid,Adventure,E,GBA,Phantagram,THQ,8,9.8,2001
1290,Tekken Tag Tournament 2,Sports,E,PS,Gusto Games,Activision,8,7.8,2001
1291,Tiger Woods PGA Tour 09 All-Play,Racing,E,XB,Mercury Steam / Alchemic Productions,Microsoft Game Studios,8.9,7.5,2003
1292,Medal of Honor: Warfighter,Shooter,T,PS3,Blendo Games,Activision,8,5.4,2014
1293,UFC Undisputed 2010,Fighting,T,PS3,FrontLine Studios,EA Sports,8,3.4,2006
1294,Rayman Raving Rabbids,Racing,T,PS2,Smoking Wolf,Midway Games,8,8.7,2001
1295,Injustice: Gods Among Us,Sports,E,PS2,Amazing Studios,Electronic Arts,8.1,9.6,2003
1296,Hello Kitty Party,Platform,E,PS2,"Jundroo, LLC",THQ,5.8,9.8,2003
1297,Metroid Prime 3: Corruption,Sports,E,Wii,Avanquest Software,THQ,4.9,7.8,2008
1298,Style Savvy: Fashion Forward,Misc,E,Wii,WeirdBeard,Disney Interactive Studios,8,8,2013
1299,LEGO Indiana Jones 2: The Adventure Continues,Sports,E10,Wii,Strawdogs Studios Limited,Ubisoft,7.8,7.4,2008
1300,Ridge Racer,Sports,E,PS2,PawaPuro Productions,EA Sports BIG,8,9.8,2000
1301,Knockout Kings 2000,Sports,E,PS2,Big Red Button,Midway Games,8,7.8,2004
1302,Twisted Metal: Black,Sports,E,PS2,I*Motion,EA Sports,8,8,2002
1303,NASCAR 2005: Chase for the Cup,Sports,E,X360,MumboJumbo,2K Sports,8,8.7,2014
1304,2Xtreme,Puzzle,E,2600,W!Games,Atari,8,9.6,1982
1305,Anno 2070,Action,T,Wii,Asobo Studios,LucasArts,8,9.8,2008
1306,Sonic Advance 3,Fighting,T,PS2,Astronomic Games,Atari,8,7.8,2006
1307,Bravely Default: Flying Fairy,Role-Playing,E,GBA,Panda Indie Studio,Nintendo,9.1,8,2001
1308,Dragon Quest III: Soshite Densetsu e...,Fighting,E,GEN,Gear Head Entertainment,Capcom,8,7.4,1993
1309,Gran Turismo 4 Prologue,Shooter,E,SNES,CBS Electronics,Nintendo,8,9.8,1992
1310,Pokemon Rumble Blast,Action,T,PS3,Ivolgamus,Sony Computer Entertainment,8,7.8,2007
1311,Resident Evil - Code: Veronica X,Simulation,E,Wii,SolWorks,Electronic Arts,7.1,7.5,2007
1312,Star Ocean: Till The End of Time,Racing,E10,X360,Game Grumps,Electronic Arts,7.9,5.4,2006
1313,Colin McRae Rally 3,Strategy,E10,PC,Magix,PopCap Games,9,3.4,2009
1314,Street Fighter V,Action-Adventure,M,XOne,Mucky Foot Productions,Ubisoft,8,8.7,2014
1315,Spintires,Role-Playing,M,PS4,Blue Byte,Atlus,8,9.6,2017
1316,Ace Combat 6: Fires of Liberation,Shooter,M,X360,Denyu-Sha,Electronic Arts,6.7,9.8,2008
1317,Teenage Mutant Ninja Turtles III: The Manhattan Project,Puzzle,E,2600,LTI,Atari,8,7.8,1983
1318,Hannah Montana: Spotlight World Tour,Platform,E,NES,Sam Barlow,Capcom,8,8,1986
1319,Bakugan: Battle Brawlers,Misc,E,GC,Ronin Entertainment,Sega,7.5,7.4,2002
1320,Deus Ex: Human Revolution,Shooter,T,PS,H2O Entertainment,Red Storm Entertainment,8,9.8,1999
1321,The Sims 2,Misc,E10,Wii,Argonaut Software,Nintendo,5.2,7.8,2011
1322,Duke Nukem: Time to Kill,Sports,E,PS2,Kuusou Kagaku,EA Sports,8,7.8,2002
1323,SimCity (2013),Sports,E,PS2,Shade,EA Sports,8,3.4,2005
1324,Dave Mirra Freestyle BMX 2,Adventure,M,PS2,Prolific,Ubisoft,8,6.5,2004
1325,LittleBigPlanet PS Vita,Sports,E,XB,Takara Tomy,Sega,8,8.7,2004
1326,Crysis 2,Misc,E,GC,Exact,Nintendo,7.2,9.6,2004
1327,A Collection of Activision Classic Games for the Atari 2600,Shooter,M,X360,Climax Group Inc.,Rockstar Games,8,9.8,2012
1328,Mario vs. Donkey Kong,Sports,E,PS2,Capcom Production Studio 6,EA Sports,8,7.8,2003
1329,Paper Mario,Platform,E,PS,High Voltage Software / Backbone Entertainment,Sony Computer Entertainment,9.3,8,1999
1330,Personal Trainer: Math,Sports,E,PS2,Byking,EA Sports,8,7.4,2004
1331,Pocket Monsters Stadium,Simulation,E,X360,SoftMax,Microsoft Game Studios,7.5,9.8,2010
1332,Pokemon Mystery Dungeon: Gates to Infinity,Action,T,PSV,Birthday,Sony Computer Entertainment,7.9,7.8,2012
1333,Pokemon Pinball: Ruby & Sapphire (Old all region sales),Sports,T,PS2,Magical Company Ltd,Activision,8,7.5,2005
1334,Age of Mythology,Shooter,M,PC,The Workshop,Activision,8.5,5.4,2010
1335,Ridge Racer 7,Shooter,M,PS4,Ironhide Game Studio,Sony Computer Entertainment,6.2,3.4,2015
1336,Tom Clancy's Ghost Recon 2,Misc,T,PS3,Graphic State,MTV Games,9.1,8.7,2007
1337,Crash Bandicoot 2: N-Tranced,Racing,E,PS,Unit,Electronic Arts,8,9.6,1999
1338,Wolfenstein II: The New Colossus,Sports,E,PS2,Thomas Bowker,EA Sports BIG,8,9.8,2004
1339,SingStar Abba,Sports,E,GB,Dingaling,Nintendo,8,7.8,1989
1340,Gradius,Sports,E,Wii,Farmind Ltd,Hudson Soft,5.3,8,2008
1341,Centipede,Action-Adventure,E10,WiiU,LightBox Interactive,Nintendo,10,7.4,2017
1342,Gardening Mama,Strategy,E,GB,Hyperspace Cowgirls,Konami,8,9.8,1998
1343,Dead to Rights,Misc,E,PS2,Sharpened Edge Studios,Sony Computer Entertainment,8,7.8,2005
1344,Marvel vs. Capcom 3: Fate of Two Worlds,Adventure,E,DS,Snail Games USA,THQ,8,8.7,2007
1345,Metroid: Other M,Shooter,M,XOne,Q Entertainment / Phantagram,Ubisoft,7.7,9.6,2017
1346,Hasbro Family Game Night 2,Shooter,M,PS4,EA Games,Bethesda Softworks,8,9.8,2014
1347,WWE '13,Shooter,M,X360,K Bros Games,Bethesda Softworks,7.9,7.8,2011
1348,Dance Dance Revolution (Japan),Shooter,M,X360,Global A Entertainment,Microsoft Studios,8,8,2013
1349,Hearts of Iron IV,Sports,E,XOne,Soleil Software Studio Inc.,EA Sports,8,7.4,2014
1350,Madden NFL 98,Racing,E10,PS2,Tamsoft Corporation,Rockstar Games,8,9.8,2005
1351,Disney Princess: Enchanted Journey,Role-Playing,E10,DS,Cing Inc. / Town Factory,Square Enix,8.1,7.8,2008
1352,Captain Toad: Treasure Tracker,Role-Playing,E,GB,Playtonic Games,Enix,8,7.5,2001
1353,Kirby Air Ride,Role-Playing,E10,3DS,XPEC Entertainment Inc.,Nintendo,8,5.4,2016
1354,Mega Man Battle Network 4: Red Sun / Blue Moon,Racing,E,N64,ImaginEngine,Video System,8,3.4,1998
1355,Shadow The Hedgehog,Misc,E,PS3,OutOfTime|OutOfCrumpets,Square Enix,8,8.7,2013
1356,SingStar Party,Role-Playing,E,GBA,DoubleTap Games,Square Enix,7.4,9.6,2004
1357,Test Drive,Shooter,T,X360,Hasbro Interactive,Capcom,7.6,9.8,2007
1358,F1 2010,Adventure,E,GBA,Tomcat System,Nintendo,9,7.8,2002
1359,Doom 3,Strategy,E,GC,Virtual Toys,Nintendo,8.1,8,2001
1360,The ICO & Shadow of the Colossus Collection,Role-Playing,E,3DS,Hijinx Studios,Nintendo,7.7,7.4,2015
1361,Donkey Kong Jungle Beat,Action,M,GC,Sukeban Games,Capcom,9.6,9.8,2005
1362,Command & Conquer: Red Alert 2,Platform,E,GC,Starbreeze Studios AB,Sega,5.4,7.8,2003
1363,Max Payne 2: The Fall of Max Payne,Platform,E10,Wii,Rockfish Games,Sega,6.7,7.8,2008
1364,MVP Baseball 2004,Sports,E,GC,Telesys,Nintendo,8,3.4,2005
1365,Ratchet & Clank: Up Your Arsenal (Weekly american sales),Shooter,E,2600,Mass Media Inc.,Activision,8,6.5,1982
1366,WWE 2K18,Action,M,X360,IR Gurus Interactive,Square Enix,8,8.7,2010
1367,Kid Icarus: Uprising,Adventure,M,PS,HL-Galgame,Konami,8.9,9.6,1999
1368,Ni no Kuni: Wrath of the White Witch,Adventure,M,PC,JCKSLAP,Rockstar Games,8,9.8,2011
1369,Tales of Xillia,Sports,E,PS2,Akella,Sega,8,7.8,2004
1370,Triple Play 2001,Platform,E,PS3,Lince Works,Sega,7.3,8,2011
1371,Transistor,Adventure,E10,X360,Moppin,Warner Bros. Interactive,7.9,7.4,2010
1372,Corvette,Shooter,M,X360,Atelier Double,Ubisoft,8.5,9.8,2008
1373,Grand Theft Auto: Chinatown Wars,Fighting,T,PS,Ratloop Asia Pte Ltd,Namco,8.6,7.8,1997
1374,Fallout 76,Racing,E,DS,Capcom Production Studio 1 / TOSE Software,Nintendo,5.9,7.5,2007
1375,Need for Speed Underground Rivals,Platform,E,2600,Circus Freak,Atari,8,5.4,1983
1376,Gyromite,Sports,E,PS3,Infinite Interactive,Konami,7.1,3.4,2008
1377,TOCA 2 Touring Car Championship,Sports,E,X360,Team17 Digital Ltd,EA Sports,9,8.7,2015
1378,Petz Wild Animals: Dolphinz,Racing,E,PS,RPG Video,EA Sports,8,9.6,1999
1379,MAG: Massive Action Game,Simulation,E10,Wii,Whoopee Camp,Konami,8,9.8,2008
1380,NFL 2K3,MMO,T,PC,Zoe Mode / HB Studios,Square Enix,5.3,7.8,2010
1381,Fighting Force,Misc,M,PS,IronOak Games,Sony Computer Entertainment,8,8,2000
1382,Geometry Dash,Action,M,PS3,OmiyaSoft,Capcom,8.2,7.4,2008
1383,Madden NFL 97,Platform,E,GBA,VAC,Vivendi Games,8,9.8,2002
1384,The LEGO Movie Videogame,Action,M,XOne,Robomodo,Warner Bros. Interactive Entertainment,8,7.8,2015
1385,TNN Motor Sports Hardcore 4x4,Action,E10,Wii,Game Titan,Disney Interactive Studios,7.5,9.6,2011
1386,Thief,Sports,E,PS2,Wolfteam / Namco Tales Studio,Konami,7.2,9.8,2009
1387,IHRA Drag Racing 2,Sports,E,PS2,Creat Studios,EA Sports,8,7.8,2001
1388,Lego Star Wars: The Force Awakens,Misc,E10,DS,Brain Toys,Activision,8,8,2008
1389,Madagascar,Misc,E,DS,Ubisoft Barcelona / Inland Productions,Activision,8,7.4,2011
1390,Rugrats Studio Tour,Shooter,T,PS2,TBD,Gotham Games,8,9.8,2002
1391,Pitfall II: Lost Caverns,Misc,E,DS,Studio E,Disney Interactive Studios,8,7.8,2008
1392,[Prototype],Sports,E,Wii,Doki Denki,2K Play,8,8,2008
1393,Turok: Evolution,Racing,T,PS2,Sacnoth,Rockstar Games,8,8,2000
1394,EA Sports UFC 2,Fighting,T,PS2,Cave,EA Sports,8,8,2006
1395,Who's Your Daddy,Misc,E,PC,Wargaming.net,Invisible Handlebar,8.2,9,2008
1396,Adventure,Fighting,M,PS3,UK Magic,Warner Bros. Interactive,8.4,8,2011
1397,Yu-Gi-Oh! The Sacred Cards,Platform,E,NES,Mediatonic Ltd.,Nintendo,8,8.7,1988
1398,NBA Live 07,Action,E,PC,Taito,Microsoft Studios,9.3,9.6,2012
1399,SingStar '80s,Action,E,DS,Hamster,Disney Interactive Studios,8,9.8,2007
1400,Devil May Cry 3: Dante's Awakening,Action,T,PS,Zindagi Games,Sony Computer Entertainment,7,7.8,1995
1401,Dragon Quest IV: Michibikareshi Monotachi,Shooter,M,PC,Just Add Monsters,2K Games,8.5,8,2010
1402,Final Fantasy X / X-2 HD Remaster,Simulation,E,DS,WayForward Pocket Team,Electronic Arts,8,7.4,2008
1403,Final Fantasy: Crystal Chronicles,Action,M,X360,Ignition Entertainment,2K Games,7.2,9.8,2010
1404,Kingdom Hearts 3D: Dream Drop Distance,Racing,T,PS2,Room710Games,Atari,8,7.8,2002
1405,Monster Hunter Freedom,Shooter,M,XB,Empire Interactive,Ubisoft,8,7.5,2003
1406,Resident Evil: The Umbrella Chronicles,Shooter,M,PS3,Volatile Games,2K Games,8.5,5.4,2010
1407,Romancing SaGa 3,Shooter,E,PS3,Playbrains,Bethesda Softworks,8,3.4,2013
1408,SaGa Frontier,Misc,T,Wii,Night School Studio,Activision,8.9,8.7,2009
1409,Super Street Fighter IV: 3D Edition,Shooter,T,N64,Andrey Malyarov,Electronic Arts,7.4,9.6,2000
1410,Test Drive 5,Misc,E,DS,Sensory Sweep,Nintendo,8,9.8,2007
1411,Xenogears,Action,E,PS,Irvin Vaush,Activision,8,7.8,2001
1412,Assassin's Creed: Rogue,Platform,E,WiiU,Seta Corporation,Nintendo,7.4,8,2015
1413,The Escapists,Shooter,M,XOne,Might and Delight,Electronic Arts,8,7.4,2018
1414,Digimon World,Strategy,T,PC,"Pai, Inc",Westwood Studios,8,9.8,1999
1415,Scribblenauts: Unlimited,Racing,E10,X360,General Arcade,Electronic Arts,8,7.8,2012
1416,High School Musical 3: Senior Year DANCE!,Misc,E10,Wii,Zoom Inc.,Namco Bandai,7,7.8,2011
1417,The Last Guardian,Sports,E,PS4,LTI Grey Matter,2K Sports,8,3.4,2013
1418,Mega Man Battle Network 3 Blue / White Version,Sports,E,Wii,Rockstar Toronto / Leeds,Namco Bandai,8,6.5,2008
1419,Dark Souls II,Role-Playing,T,PS2,Video System,Sony Computer Entertainment,8.2,8.7,2001
1420,Pirates of the Caribbean: The Curse of the Black Pearl,Platform,E10,X360,The Pokemon Company,Sega,4.8,9.6,2006
1421,WWE 2K16,Sports,E,PS2,DolphinBarn,EA Sports,8,9.8,2005
1422,Transformers,Shooter,M,PS,Presto Studios,Fox Interactive,8.5,7.8,1996
1423,EA Playground,Fighting,M,SNES,Bec,Williams Entertainment,8,8,1995
1424,LEGO Battles,Role-Playing,E,DS,Nippon Columbia,Nintendo,6.5,7.4,2010
1425,Gold's Gym: Cardio Workout,Fighting,T,X360,Nihon Bussan,Namco Bandai,8.3,9.8,2008
1426,Midnight Club 3: DUB Edition (America weekly sales),Sports,E,NES,Charyb Games,Tecmo,8,7.8,1989
1427,Borderlands: The Handsome Collection,Role-Playing,T,NS,GameMill Entertainment,Nintendo,8.2,7.5,2017
1428,Champions of Norrath,Puzzle,E,GB,"ASK Co. Ltd., Ornith",Nintendo,8,5.4,1993
1429,Project CARS,Sports,E,PS,"Konami Computer Entertainment America, Inc. Honolulu Studio",989 Studios,8,3.4,1998
1430,Yakuman,Misc,E,X360,Mastiff,Disney Interactive Studios,8,8.7,2013
1431,Imagine: Wedding Designer,Strategy,E,PC,Metro Corporation,Unknown,8,9.6,2013
1432,Army Men 3D,Role-Playing,T,PC,VOiD Games,LucasArts,8,9.8,2005
1433,Twisted Metal 4,Sports,E,PS,Attention To Detail,EA Sports,8,7.8,1998
1434,Manhunt,Fighting,E,PS,tri-Crescendo / Monolith Soft,EA Sports,8,8,1998
1435,Fez,Sports,T,PS2,Crawfish Interactive,Electronic Arts,8,7.4,2002
1436,Pillars of Eternity,Adventure,E,DS,Aquamarine,Disney Interactive Studios,8,9.8,2008
1437,Silent Hill 2,Fighting,T,PS3,Looking Glass Studios,EA Sports,8.6,7.8,2009
1438,Guitar Hero: Aerosmith,Sports,E,PS3,Acclaim Studios Teesside,Konami Digital Entertainment,8,8,2012
1439,The Sims 2: Nightlife,Racing,E,PS,HotGen Studios,EA Sports,8,7.4,1997
1440,Castlevania: Symphony of the Night,Racing,E,NES,Hector,Nintendo,8,9.8,1984
1441,Road Rash,Sports,E,3DS,Milestone,Nintendo,6.6,7.8,2012
1442,Atlantis,Puzzle,E,DS,Ubisoft Vancouver,Nintendo,7.7,7.8,2006
1443,NBA 2K9,Action,M,PS2,Night Node Software,Capcom,8,3.4,2004
1444,WWE '12,Shooter,E,NES,Rotatipyra,Namco,8,6.5,1990
1445,Hogan's Alley,Racing,E,PS,Svarog Studios,EA Sports,8,8.7,1998
1446,Mario Golf: Toadstool Tour,Racing,E,XOne,Egor Magurin,Microsoft Studios,8.9,9.6,2017
1447,Jillian Michaels' Fitness Ultimatum 2009,Sports,E,PS,Sega Rosso,EA Sports,8,9.8,1999
1448,.hack//Infection Part 1,Puzzle,E,GC,Williams Entertainment,Sega,8,7.8,2002
1449,EA Sports Active 2,Racing,E,PSP,TPP Studio,Sega,6.4,8,2007
1450,Jet Li: Rise to Honor,Shooter,M,X360,Graffiti Entertainment,Electronic Arts,9.1,7.4,2011
1451,Battle Arena Toshinden,Simulation,E,Wii,Mac Play,Electronic Arts,8,9.8,2008
1452,Rockstar Games presents Table Tennis,Action,E,PS2,TimeGate Studios,Namco,8,7.8,2002
1453,Devil Dice,Action,E,PC,Indies Zero,505 Games,8,7.5,2013
1454,LEGO Harry Potter: Years 5-7,Shooter,M,PC,Pacific Century Cyber Works Japan,Activision,8,5.4,2012
1455,Hyrule Warriors,Shooter,M,Wii,Pronto Games,Activision,7.2,3.4,2009
1456,Brian Lara Cricket,Action-Adventure,M,PS4,Big Fish Games / LDW,Square Enix,8,8.7,2014
1457,Championship Manager 03/04,Shooter,T,PS3,Anteater Games,Activision,7.7,9.6,2006
1458,Tomb Raider: Underworld,Action,T,PS3,Human Head Studios,LucasArts,6.3,9.8,2010
1459,Wheel of Fortune,Action,E,3DS,Nickervision Studios,Nintendo,7.7,7.8,2016
1460,Football Manager 2011,Platform,E,NES,Access Games,Capcom,8,8,1989
1461,SOCOM: U.S. Navy SEALs Confrontation,Fighting,T,PS,Rovio Mobile,Activision,8,7.4,2001
1462,Assassin's Creed: Bloodlines,Platform,T,DS,Carbon,Electronic Arts,8,9.8,2007
1463,NBA Live 2001,Shooter,E,N64,Contingent99,Acclaim Entertainment,8.9,7.8,1997
1464,Persona 4 Golden,Sports,E,PS,Eidos Hungary,EA Sports,8,8,1997
1465,Combat,Platform,T,PS2,SOFF Games,Electronic Arts,8,7.4,2007
1466,Dead or Alive 4,Sports,E,XOne,Almost Human Games,EA Sports,8,9.8,2018
1467,Dragon Ball: Daimaou Fukkatsu,Misc,E,PS,Delusional Games,Hasbro Interactive,8,7.8,1997
1468,Gegege no Kitarou 2: Youkai Gundan no Chousen,Fighting,T,GC,Acclaim Studios London,Namco,9.2,7.8,2003
1469,Pikmin 3,Racing,E,PS2,2K Shanghai,Crave Entertainment,8,3.4,2001
1470,PokePark Wii: Pikachu's Adventure,Action,M,PS3,Gogii Games,Konami Digital Entertainment,9,6.5,2013
1471,Resident Evil Zero,Sports,E,PS,Vanguard,Midway Games,9.1,8.7,1998
1472,Reel Fishing,Shooter,M,PS2,Labyrinthine,THQ,8.6,9.6,2002
1473,Black,Platform,E10,PS4,Nihon Falcom Corporation,Ubisoft,8,9.8,2014
1474,RollerCoaster Tycoon 2,Sports,E,PS2,Czester16,EA Sports,8,7.8,2000
1475,FIFA Street (2012),Action-Adventure,T,XOne,Rake in Grass,Studio Wildcard,8,8,2017
1476,Ratatouille,Shooter,M,XB,Trickjump Games Ltd,Microsoft Game Studios,8,7.4,2003
1477,Winter Sports: The Ultimate Challenge,Shooter,M,PC,PlayStation C.A.M.P.!,Electronic Arts,8.4,9.8,2008
1478,Lara Croft Tomb Raider: The Angel of Darkness,Shooter,E,PS2,Lesley Dodd,Square Enix,5.7,7.8,2006
1479,Cars 2,Platform,E,NES,BugBear,Nintendo,8,7.5,1985
1480,Road Rash 3D,Role-Playing,M,PS4,Digital Leisure Inc.,Square Enix,8,5.4,2017
1481,Ratchet: Deadlocked,Platform,E,NES,RED Company,Hudson Soft,8,3.4,1986
1482,Baldur's Gate: Dark Alliance,Role-Playing,T,NS,Amaze,Nintendo,8.1,8.7,2018
1483,Oddworld: Abe's Oddysee,Puzzle,E,3DS,Mitchell,GungHo Online Entertainment,8,9.6,2013
1484,LEGO The Lord of the Rings,Platform,E,SCD,Gorilla Games,Sega,8,9.8,1993
1485,Ridge Racer V,Platform,E,DS,AQ Interactive,Sega,8.2,7.8,2010
1486,WWE SmackDown vs. Raw 2009,Fighting,T,PS2,Cherry Pop Games,Namco,9.1,8,2003
1487,Naruto Shippuden: Ultimate Ninja Storm 3,Strategy,T,PC,Axela,Gathering of Developers,8,7.4,2001
1488,Tetris 2,Fighting,T,N64,NeoCoreGames,THQ,9.1,9.8,2000
1489,Transformers: Autobots / Decepticons,Misc,T,PS3,InXile Entertainment,MTV Games,8.9,7.8,2008
1490,Frogger: The Great Quest,Sports,E,PC,Monstars Inc.,Sega,8.5,8,2011
1491,Driv3r,Action,E,PS,Ving,Namco,8,8,1999
1492,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,Role-Playing,M,PS4,WolfgangIs,Electronic Arts,8,7.4,2017
1493,2010 FIFA World Cup South Africa,Action,M,PS3,Tornado Studios,2K Games,7,9.8,2010
1494,Aliens vs Predator,Action,M,X360,Smackdown Productions,Capcom,8.2,7.8,2010
1495,Vigilante 8,Shooter,T,XB,ZootFly,Electronic Arts,8,7.8,2002
1496,Castlevania,Shooter,M,PC,The Farm 51,Deep Silver,8,3.4,2013
1497,Kirby Tilt 'n' Tumble,Sports,E,PS3,D-Pad Studios,EA Sports,8,6.5,2014
1498,The Legend of Zelda: Tri Force Heroes,Sports,E,PS2,"2015, Inc.",EA Sports,8,8.7,2008
1499,Donkey Kong Country 2,Shooter,M,PS3,Rekoo,Sony Computer Entertainment,8.3,9.6,2011
1500,Intelligent Qube,Platform,E,N64,Southend Interactive,Nintendo,9.3,9.8,2000
1501,Game & Watch Gallery 2,Role-Playing,E,DS,DL Softworks,Nintendo,5.7,7.8,2009
